All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 18.351200	     0.030	     0.020	    -0.090	     0.097
 18.362500	     0.010	     0.020	    -0.070	     0.073
 18.373800	     0.010	     0.000	    -0.090	     0.091
 18.385100	     0.010	     0.010	    -0.090	     0.091
 18.396400	     0.000	     0.010	    -0.080	     0.081
 18.407700	     0.020	     0.020	    -0.070	     0.075
 18.419000	     0.020	     0.010	    -0.080	     0.083
 18.430300	     0.010	     0.010	    -0.090	     0.091
 18.441600	     0.040	     0.010	    -0.100	     0.108
 18.452900	     0.030	     0.020	    -0.100	     0.106
 18.464200	     0.010	     0.010	    -0.090	     0.091
 18.475500	     0.000	     0.000	    -0.090	     0.090
 18.486800	     0.020	     0.020	    -0.080	     0.085
 18.498100	     0.010	     0.020	    -0.100	     0.102
 18.509400	     0.000	     0.020	    -0.080	     0.082
 18.520700	     0.030	     0.010	    -0.080	     0.086
 18.532000	     0.020	     0.000	    -0.080	     0.082
 18.543300	     0.020	     0.010	    -0.070	     0.073
 18.554600	    -0.010	     0.010	    -0.080	     0.081
 18.565900	     0.000	     0.020	    -0.070	     0.073
 18.577200	     0.000	     0.000	    -0.080	     0.080
 18.588500	     0.010	     0.010	    -0.060	     0.062
 18.599800	     0.010	     0.010	    -0.080	     0.081
 18.611100	     0.010	     0.020	    -0.070	     0.073
 18.622400	     0.010	     0.020	    -0.070	     0.073
 18.633700	     0.020	     0.020	    -0.080	     0.085
 18.645000	     0.020	     0.000	    -0.090	     0.092
 18.656300	     0.030	     0.010	    -0.070	     0.077
 18.667600	     0.030	     0.010	    -0.100	     0.105
 18.678900	     0.010	     0.020	    -0.060	     0.064
 18.690200	     0.010	     0.010	    -0.080	     0.081
 18.701500	     0.020	     0.000	    -0.080	     0.082
 18.712800	     0.030	     0.010	    -0.090	     0.095
 18.724100	     0.010	     0.010	    -0.080	     0.081
 18.735400	     0.040	     0.010	    -0.070	     0.081
 18.746700	     0.040	     0.020	    -0.090	     0.100
 18.758000	     0.020	     0.030	    -0.090	     0.097
 18.769300	     0.040	     0.030	    -0.090	     0.103
 18.780600	     0.020	     0.030	    -0.080	     0.088
 18.791900	     0.010	     0.030	    -0.080	     0.086
 18.803200	     0.020	     0.030	    -0.090	     0.097
 18.814500	     0.030	     0.010	    -0.080	     0.086
 18.825800	     0.030	     0.020	    -0.070	     0.079
 18.837100	     0.000	     0.020	    -0.080	     0.082
 18.848400	     0.010	     0.010	    -0.080	     0.081
 18.859700	     0.000	     0.010	    -0.080	     0.081
 18.871000	     0.010	     0.010	    -0.080	     0.081
 18.882300	     0.030	     0.020	    -0.090	     0.097
 18.893600	     0.010	     0.010	    -0.080	     0.081
 18.904900	     0.020	     0.020	    -0.080	     0.085
 18.916200	     0.010	     0.010	    -0.090	     0.091
 18.927500	     0.010	     0.010	    -0.080	     0.081
 18.938800	     0.030	     0.010	    -0.090	     0.095
 18.950100	     0.020	     0.010	    -0.090	     0.093
 18.961400	     0.010	     0.010	    -0.090	     0.091
 18.972700	    -0.010	     0.010	    -0.100	     0.101
 18.984000	     0.000	     0.010	    -0.080	     0.081
 18.995300	     0.000	     0.010	    -0.090	     0.091
 19.006600	     0.000	     0.020	    -0.080	     0.082
 19.017900	     0.020	     0.020	    -0.100	     0.104
 19.029200	     0.020	     0.000	    -0.070	     0.073
 19.040500	     0.020	     0.010	    -0.090	     0.093
 19.051800	     0.000	     0.010	    -0.090	     0.091
 19.063100	     0.020	     0.020	    -0.080	     0.085
 19.074400	     0.020	     0.030	    -0.080	     0.088
 19.085700	     0.030	     0.020	    -0.100	     0.106
 19.097000	     0.030	     0.030	    -0.090	     0.099
 19.108300	     0.020	     0.020	    -0.080	     0.085
 19.119600	     0.020	     0.010	    -0.110	     0.112
 19.130900	     0.010	     0.030	    -0.090	     0.095
 19.142200	     0.030	     0.010	    -0.080	     0.086
 19.153500	     0.030	     0.010	    -0.090	     0.095
 19.164800	     0.020	     0.010	    -0.090	     0.093
 19.176100	     0.010	     0.010	    -0.100	     0.101
 19.187400	     0.030	     0.020	    -0.100	     0.106
 19.198700	     0.030	     0.010	    -0.090	     0.095
 19.210000	     0.020	     0.030	    -0.080	     0.088
 19.221300	     0.030	     0.000	    -0.090	     0.095
 19.232600	     0.030	     0.010	    -0.090	     0.095
 19.243900	     0.030	     0.020	    -0.090	     0.097
 19.255200	     0.020	     0.010	    -0.080	     0.083
 19.266500	     0.010	     0.010	    -0.090	     0.091
 19.277800	     0.020	     0.010	    -0.080	     0.083
 19.289100	    -0.010	     0.020	    -0.080	     0.083
 19.300400	     0.020	     0.010	    -0.070	     0.073
 19.311700	     0.020	     0.030	    -0.090	     0.097
 19.323000	     0.010	     0.000	    -0.060	     0.061
 19.334300	     0.030	     0.010	    -0.090	     0.095
 19.345600	     0.030	     0.010	    -0.080	     0.086
 19.356900	     0.020	     0.000	    -0.080	     0.082
 19.368200	     0.010	    -0.010	    -0.090	     0.091
 19.379500	     0.020	     0.010	    -0.090	     0.093
 19.390800	     0.010	     0.010	    -0.080	     0.081
 19.402100	     0.020	     0.010	    -0.090	     0.093
 19.413400	     0.030	     0.000	    -0.090	     0.095
 19.424700	     0.010	     0.000	    -0.080	     0.081
 19.436000	     0.020	     0.000	    -0.090	     0.092
 19.447300	     0.010	     0.010	    -0.080	     0.081
 19.458600	     0.020	     0.020	    -0.100	     0.104
 19.469900	     0.020	     0.010	    -0.070	     0.073
 19.481200	     0.020	     0.000	    -0.100	     0.102
 19.492500	     0.030	     0.020	    -0.090	     0.097
 19.503800	     0.030	     0.000	    -0.080	     0.085
 19.515100	     0.010	     0.010	    -0.070	     0.071
 19.526400	     0.020	     0.010	    -0.090	     0.093
 19.537700	     0.040	     0.010	    -0.090	     0.099
 19.549000	     0.010	     0.020	    -0.090	     0.093
 19.560300	     0.020	     0.010	    -0.090	     0.093
 19.571600	     0.020	     0.010	    -0.100	     0.102
 19.582900	     0.020	     0.020	    -0.090	     0.094
 19.594200	     0.030	     0.010	    -0.090	     0.095
 19.605500	     0.020	     0.020	    -0.100	     0.104
 19.616800	     0.020	     0.020	    -0.100	     0.104
 19.628100	     0.020	     0.010	    -0.080	     0.083
 19.639400	     0.020	     0.020	    -0.100	     0.104
 19.650700	     0.000	     0.010	    -0.090	     0.091
 19.662000	     0.010	     0.010	    -0.090	     0.091
 19.673300	     0.020	     0.010	    -0.070	     0.073
 19.684600	     0.010	     0.010	    -0.070	     0.071
 19.695900	    -0.010	     0.010	    -0.090	     0.091
 19.707200	     0.040	     0.020	    -0.070	     0.083
 19.718500	     0.020	    -0.010	    -0.070	     0.073
 19.729800	     0.020	     0.000	    -0.080	     0.082
 19.741100	     0.030	     0.010	    -0.070	     0.077
 19.752400	     0.000	     0.020	    -0.090	     0.092
 19.763700	     0.020	     0.020	    -0.080	     0.085
 19.775000	     0.030	     0.010	    -0.060	     0.068
 19.786300	     0.020	     0.000	    -0.090	     0.092
 19.797600	     0.010	     0.010	    -0.100	     0.101
 19.808900	     0.040	     0.010	    -0.100	     0.108
 19.820200	     0.020	     0.010	    -0.090	     0.093
 19.831500	     0.010	     0.000	    -0.090	     0.091
 19.842800	     0.030	     0.010	    -0.080	     0.086
 19.854100	    -0.010	     0.000	    -0.090	     0.091
 19.865400	     0.030	     0.010	    -0.080	     0.086
 19.876700	     0.020	     0.010	    -0.080	     0.083
 19.888000	     0.020	     0.010	    -0.080	     0.083
 19.899300	     0.010	     0.010	    -0.070	     0.071
 19.910600	     0.020	     0.000	    -0.080	     0.082
 19.921900	     0.030	     0.010	    -0.070	     0.077
 19.933200	     0.010	     0.010	    -0.060	     0.062
 19.944500	     0.030	     0.010	    -0.080	     0.086
 19.955800	     0.020	     0.020	    -0.080	     0.085
 19.967100	     0.030	     0.020	    -0.090	     0.097
 19.978400	    -0.010	     0.010	    -0.070	     0.071
 19.989700	     0.020	     0.030	    -0.070	     0.079
 20.001000	     0.040	     0.000	    -0.080	     0.089
 20.012300	     0.020	     0.020	    -0.070	     0.075
 20.023600	     0.040	     0.010	    -0.080	     0.090
 20.034900	     0.020	     0.020	    -0.070	     0.075
 20.046200	     0.000	     0.020	    -0.070	     0.073
 20.057500	     0.000	     0.010	    -0.080	     0.081
 20.068800	     0.000	     0.000	    -0.080	     0.080
 20.080100	     0.020	     0.000	    -0.110	     0.112
 20.091400	     0.000	     0.020	    -0.070	     0.073
 20.102700	     0.020	     0.010	    -0.090	     0.093
 20.114000	     0.000	     0.010	    -0.080	     0.081
 20.125300	     0.000	     0.020	    -0.080	     0.082
 20.136600	     0.020	     0.010	    -0.080	     0.083
 20.147900	     0.030	     0.020	    -0.070	     0.079
 20.159200	     0.030	     0.010	    -0.070	     0.077
 20.170500	     0.000	     0.020	    -0.090	     0.092
 20.181800	     0.030	     0.020	    -0.090	     0.097
 20.193100	     0.010	     0.020	    -0.080	     0.083
 20.204400	     0.020	     0.010	    -0.090	     0.093
 20.215700	     0.020	     0.020	    -0.080	     0.085
 20.227000	     0.010	     0.020	    -0.080	     0.083
 20.238300	     0.010	     0.000	    -0.090	     0.091
 20.249600	     0.010	     0.020	    -0.100	     0.102
 20.260900	     0.020	     0.010	    -0.070	     0.073
 20.272200	     0.000	     0.010	    -0.090	     0.091
 20.283500	     0.000	     0.010	    -0.090	     0.091
 20.294800	     0.000	     0.010	    -0.070	     0.071
 20.306100	     0.020	     0.010	    -0.080	     0.083
 20.317400	     0.030	     0.010	    -0.080	     0.086
 20.328700	     0.010	     0.020	    -0.090	     0.093
 20.340000	     0.030	     0.000	    -0.090	     0.095
 20.351300	     0.030	     0.000	    -0.090	     0.095
 20.362600	     0.020	     0.020	    -0.090	     0.094
 20.373900	     0.020	     0.020	    -0.090	     0.094
 20.385200	     0.030	     0.010	    -0.070	     0.077
 20.396500	     0.040	     0.010	    -0.060	     0.073
 20.407800	     0.040	     0.000	    -0.100	     0.108
 20.419100	     0.030	     0.010	    -0.090	     0.095
 20.430400	     0.020	     0.020	    -0.050	     0.057
 20.441700	     0.030	     0.010	    -0.100	     0.105
 20.453000	     0.010	     0.010	    -0.100	     0.101
 20.464300	     0.010	     0.010	    -0.100	     0.101
 20.475600	     0.040	     0.010	    -0.070	     0.081
 20.486900	     0.030	     0.010	    -0.070	     0.077
 20.498200	     0.030	     0.000	    -0.100	     0.104
 20.509500	     0.010	     0.010	    -0.110	     0.111
 20.520800	     0.020	     0.000	    -0.100	     0.102
 20.532100	     0.020	     0.010	    -0.090	     0.093
 20.543400	     0.030	     0.000	    -0.080	     0.085
 20.554700	     0.010	     0.000	    -0.090	     0.091
 20.566000	     0.040	     0.010	    -0.080	     0.090
 20.577300	     0.010	     0.000	    -0.100	     0.100
 20.588600	     0.030	     0.020	    -0.080	     0.088
 20.599900	     0.030	     0.020	    -0.090	     0.097
 20.611200	     0.030	     0.010	    -0.090	     0.095
 20.622500	     0.020	     0.010	    -0.080	     0.083
 20.633800	     0.020	     0.010	    -0.070	     0.073
 20.645100	     0.010	     0.010	    -0.080	     0.081
 20.656400	     0.010	     0.010	    -0.070	     0.071
 20.667700	     0.030	     0.010	    -0.080	     0.086
 20.679000	     0.020	     0.020	    -0.080	     0.085
 20.690300	     0.010	     0.010	    -0.090	     0.091
 20.701600	     0.020	     0.000	    -0.080	     0.082
 20.712900	     0.020	     0.020	    -0.090	     0.094
 20.724200	     0.030	     0.010	    -0.080	     0.086
 20.735500	     0.030	     0.010	    -0.080	     0.086
 20.746800	     0.020	    -0.010	    -0.100	     0.102
 20.758100	     0.040	     0.000	    -0.090	     0.098
 20.769400	     0.010	     0.020	    -0.090	     0.093
 20.780700	     0.010	     0.020	    -0.090	     0.093
 20.792000	     0.010	     0.020	    -0.100	     0.102
 20.803300	     0.030	     0.010	    -0.110	     0.114
 20.814600	     0.020	    -0.010	    -0.090	     0.093
 20.825900	     0.020	     0.010	    -0.080	     0.083
 20.837200	     0.020	     0.000	    -0.070	     0.073
 20.848500	     0.020	     0.020	    -0.070	     0.075
 20.859800	     0.030	     0.020	    -0.090	     0.097
 20.871100	     0.020	     0.000	    -0.090	     0.092
 20.882400	     0.020	     0.000	    -0.080	     0.082
 20.893700	     0.010	     0.020	    -0.070	     0.073
 20.905000	     0.020	     0.010	    -0.090	     0.093
 20.916300	     0.020	     0.010	    -0.100	     0.102
 20.927600	     0.020	     0.010	    -0.100	     0.102
 20.938900	     0.010	     0.020	    -0.090	     0.093
 20.950200	     0.030	     0.020	    -0.090	     0.097
 20.961500	     0.030	     0.010	    -0.090	     0.095
 20.972800	     0.020	    -0.010	    -0.100	     0.102
 20.984100	     0.020	     0.010	    -0.100	     0.102
 20.995400	     0.020	     0.010	    -0.090	     0.093
 21.006700	     0.030	     0.020	    -0.070	     0.079
 21.018000	     0.020	     0.010	    -0.090	     0.093
 21.029300	     0.030	     0.000	    -0.090	     0.095
 21.040600	     0.030	     0.020	    -0.090	     0.097
 21.051900	     0.030	     0.010	    -0.100	     0.105
 21.063200	     0.020	     0.010	    -0.070	     0.073
 21.074500	     0.030	     0.010	    -0.080	     0.086
 21.085800	     0.020	     0.010	    -0.110	     0.112
 21.097100	     0.020	     0.010	    -0.100	     0.102
 21.108400	     0.050	     0.010	    -0.090	     0.103
 21.119700	     0.030	     0.010	    -0.090	     0.095
 21.131000	     0.030	     0.000	    -0.090	     0.095
 21.142300	     0.030	     0.020	    -0.090	     0.097
 21.153600	     0.020	     0.020	    -0.080	     0.085
 21.164900	     0.020	     0.000	    -0.090	     0.092
 21.176200	     0.020	     0.020	    -0.080	     0.085
 21.187500	     0.030	     0.020	    -0.090	     0.097
 21.198800	     0.030	     0.000	    -0.080	     0.085
 21.210100	     0.040	     0.020	    -0.100	     0.110
 21.221400	     0.030	     0.000	    -0.100	     0.104
 21.232700	     0.030	     0.010	    -0.100	     0.105
 21.244000	     0.020	     0.010	    -0.080	     0.083
 21.255300	     0.040	     0.010	    -0.070	     0.081
 21.266600	     0.030	     0.000	    -0.060	     0.067
 21.277900	     0.030	     0.000	    -0.070	     0.076
 21.289200	     0.030	    -0.010	    -0.080	     0.086
 21.300500	     0.030	     0.010	    -0.080	     0.086
 21.311800	     0.030	    -0.010	    -0.080	     0.086
 21.323100	     0.010	    -0.010	    -0.080	     0.081
 21.334400	     0.030	     0.010	    -0.090	     0.095
 21.345700	     0.030	     0.010	    -0.100	     0.105
 21.357000	     0.020	     0.010	    -0.090	     0.093
 21.368300	     0.020	     0.010	    -0.090	     0.093
 21.379600	     0.010	     0.020	    -0.090	     0.093
 21.390900	     0.030	     0.000	    -0.080	     0.085
 21.402200	     0.030	     0.020	    -0.100	     0.106
 21.413500	     0.020	     0.010	    -0.090	     0.093
 21.424800	     0.030	     0.010	    -0.090	     0.095
 21.436100	     0.020	     0.020	    -0.090	     0.094
 21.447400	     0.020	     0.020	    -0.080	     0.085
 21.458700	     0.030	     0.010	    -0.090	     0.095
 21.470000	     0.010	     0.010	    -0.080	     0.081
 21.481300	     0.040	     0.010	    -0.080	     0.090
 21.492600	     0.020	     0.010	    -0.090	     0.093
 21.503900	     0.010	     0.010	    -0.110	     0.111
 21.515200	     0.020	     0.010	    -0.090	     0.093
 21.526500	     0.030	     0.000	    -0.090	     0.095
 21.537800	     0.000	    -0.020	    -0.080	     0.082
 21.549100	     0.030	     0.000	    -0.070	     0.076
 21.560400	     0.030	     0.010	    -0.070	     0.077
 21.571700	     0.030	     0.020	    -0.090	     0.097
 21.583000	     0.020	     0.010	    -0.090	     0.093
 21.594300	     0.020	     0.010	    -0.090	     0.093
 21.605600	     0.020	     0.000	    -0.090	     0.092
